id,institution,degree,major,year,gpa,logo,description,created_at,updated_at
1,Universitas Islam Negeri Maulana Malik Ibrahim Malang,Sarjana Komputer (S.Kom),Teknik Informatika,2021 - 2025,3.79,https://fuakafptexvdtrwsyyez.supabase.co/storage/v1/object/public/education-logos/01KB40NK2103AW0FEB3S06QV31.jpg,"Hello! I am a Computer Science graduate with a strong passion for Full-Stack Development, Data Science, and Artificial Intelligence. I am driven by the goal of building efficient web applications, supported by technical expertise in Python, JavaScript, SQL, Laravel, React, and Next.js. I also enjoy processing complex data into actionable insights, utilizing my skills in analytics and programming based on Python & SQL. Throughout my university years, I actively led communities and organizations, serving as the Head of the Intellectual Division for Himatif Encoder, where I designed orientation programs for over 250 new students. Furthermore, my role as Vice Chairman of the Weboender Community allowed me to lead a Laravel Bootcamp for 60+ participants and successfully increase active community participation by 40%.",2025-11-28 01:19:02+00,2025-11-28 01:19:02+00
